,VALID_RATIO,PROPERTY,IMPROVEMENT,SIMILARITY,NOVELTY,SUCCESS,SUCCESS_WO_NOVEL,DIVERSITY,THRESHOLD_SIMILARITY
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.3625,0.3625,0.4039026960264518,0.4
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.2425,0.2425,0.4039026960264518,0.45
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.15125,0.1525,0.4039026960264518,0.5
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.0925,0.0925,0.4039026960264518,0.55
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.05375,0.05375,0.4039026960264518,0.6
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.025,0.025,0.4039026960264518,0.65
MTMR,0.9925,1.647459271944494,4.347868981415048,0.30953281078437694,0.9925,0.005,0.005,0.4039026960264518,0.7
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.42125,0.42125,0.33558771471598947,0.4
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.295,0.2975,0.33558771471598947,0.45
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.19625,0.19625,0.33558771471598947,0.5
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.08375,0.08375,0.33558771471598947,0.55
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.0425,0.04375,0.33558771471598947,0.6
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.0275,0.0275,0.33558771471598947,0.65
VJTNN,0.975,1.4890048037128445,4.09487689988592,0.31608022195652274,0.975,0.005,0.005,0.33558771471598947,0.7
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.415,0.415,0.33730157946394246,0.4
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.2975,0.29875,0.33730157946394246,0.45
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.19625,0.19625,0.33730157946394246,0.5
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.08625,0.0875,0.33730157946394246,0.55
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.04125,0.0425,0.33730157946394246,0.6
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.015,0.015,0.33730157946394246,0.65
VJTNN+GAN,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.005,0.005,0.33730157946394246,0.7
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.415,0.415,0.33730157946394246,0.4
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.2975,0.29875,0.33730157946394246,0.45
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.19625,0.19625,0.33730157946394246,0.5
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.08625,0.0875,0.33730157946394246,0.55
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.04125,0.0425,0.33730157946394246,0.6
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.015,0.015,0.33730157946394246,0.65
CORE,0.98375,1.4308348202504773,4.087196310139612,0.3243679248484937,0.98375,0.005,0.005,0.33730157946394246,0.7
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.35375,0.35375,0.29178956853496874,0.4
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.2325,0.2325,0.29178956853496874,0.45
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.1375,0.1375,0.29178956853496874,0.5
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.04625,0.0475,0.29178956853496874,0.55
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.01375,0.015,0.29178956853496874,0.6
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.0025,0.0025,0.29178956853496874,0.65
HierG2G,0.9475,1.5100191981100375,4.05192211280145,0.26607339187755175,0.9475,0.0,0.0,0.29178956853496874,0.7
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.4
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.45
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.5
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.55
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.6
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.65
UGMMT,0.07,0.06800875314155157,0.2727254617764191,0.0037509721604454733,0.07,0.0,0.0,0.004392529785007844,0.7
