LOSS,REWARD,SIMILARITY,PROPERTY
0.045193713158369064,0.5752576589584351,0.5393664240837097,0.8546944260597229
0.04687300696969032,0.6005364656448364,0.5289525985717773,0.8568214178085327
0.048743728548288345,0.590728759765625,0.5269476175308228,0.8525662422180176
0.04859796538949013,0.5953050851821899,0.5316856503486633,0.8532084226608276
0.05067683756351471,0.6153584122657776,0.5206825733184814,0.8587512373924255
0.04740741848945618,0.5995236039161682,0.5323033332824707,0.8586085438728333
0.053367890417575836,0.6019860506057739,0.5160620808601379,0.8596547842025757
0.047870490700006485,0.6011322140693665,0.5174670815467834,0.8626933097839355
0.048835303634405136,0.5903060436248779,0.5022577047348022,0.8614261150360107
0.04777272045612335,0.5796568393707275,0.52817702293396,0.8607890605926514
0.046849749982357025,0.5754400491714478,0.5292405486106873,0.8588079810142517
0.04982613027095795,0.5651224851608276,0.5266187191009521,0.8584794402122498
0.04515615105628967,0.58488529920578,0.5353811383247375,0.8570990562438965
0.046037834137678146,0.586588442325592,0.5229046940803528,0.8591934442520142
0.04494268819689751,0.5854575037956238,0.533835232257843,0.8605285286903381
0.04614615440368652,0.6111540794372559,0.5238574743270874,0.8656667470932007
0.045231498777866364,0.5905420184135437,0.5042445659637451,0.8645035028457642
0.04717690497636795,0.6033511161804199,0.5116782188415527,0.86737060546875
0.047197163105010986,0.6022985577583313,0.5191203355789185,0.866947591304779
0.047134969383478165,0.5927720069885254,0.5170072317123413,0.8647807836532593
0.04997262358665466,0.6141390800476074,0.5156422853469849,0.8675081729888916
0.04398147016763687,0.5889390707015991,0.5216505527496338,0.8610002398490906
0.04833009093999863,0.6089097857475281,0.5195725560188293,0.8628206849098206
0.04457401856780052,0.6144400238990784,0.5250040292739868,0.8689066767692566
0.044022396206855774,0.5919470191001892,0.5092760920524597,0.8673636317253113
0.04375721141695976,0.596868634223938,0.5232828855514526,0.8675364851951599
0.045920416712760925,0.6002200841903687,0.5100836753845215,0.8677493929862976
0.04476732015609741,0.5923188924789429,0.5163415670394897,0.8627058267593384
0.044428255409002304,0.6262008547782898,0.5103098750114441,0.8676344752311707
0.046624913811683655,0.6383384466171265,0.5199185609817505,0.870482325553894
0.04427269473671913,0.6124771237373352,0.516266942024231,0.8697072267532349
0.048028748482465744,0.619811475276947,0.512079119682312,0.8694236278533936
0.047670092433691025,0.607408344745636,0.5144095420837402,0.8666052222251892
0.04548618197441101,0.6091142892837524,0.5174803137779236,0.8676484823226929
0.046850018203258514,0.6155644059181213,0.5230070948600769,0.8689115047454834
0.04604304954409599,0.6215463280677795,0.5057997703552246,0.8724530339241028
0.04617319256067276,0.6407424211502075,0.5194399952888489,0.8757095336914062
0.04473381116986275,0.6242668628692627,0.5221073031425476,0.8720232844352722
0.046463899314403534,0.6243242025375366,0.5274442434310913,0.8698644638061523
0.044182173907756805,0.6562755107879639,0.5214800834655762,0.8729097247123718
0.0464012585580349,0.6228002905845642,0.52135169506073,0.8702195286750793
0.0420793816447258,0.6441187858581543,0.5149871110916138,0.8745532631874084
0.04129960015416145,0.6321726441383362,0.518317461013794,0.873237133026123
0.04584405943751335,0.6371170878410339,0.5169686079025269,0.8718398809432983
0.044608209282159805,0.6281567811965942,0.5138787031173706,0.8704209923744202
