LOSS,REWARD,SIMILARITY,PROPERTY
0.040005091577768326,0.49931538105010986,0.6116457581520081,0.8175475001335144
0.04058996960520744,0.48147377371788025,0.618481457233429,0.8145158290863037
0.03722482547163963,0.47633689641952515,0.6188927292823792,0.8148024082183838
0.03494542837142944,0.45631691813468933,0.6579938530921936,0.8149303793907166
0.036773502826690674,0.4697653353214264,0.6529815196990967,0.8148356676101685
0.03783881291747093,0.5065979957580566,0.6373083591461182,0.8221381902694702
0.039121437817811966,0.528857946395874,0.6128491163253784,0.8186312913894653
0.03793509677052498,0.5048558712005615,0.6262238621711731,0.819102942943573
0.036793481558561325,0.47873666882514954,0.6284553408622742,0.8144115805625916
0.03739906847476959,0.5089157819747925,0.6313660740852356,0.8171058893203735
0.03593243658542633,0.5144776701927185,0.63536536693573,0.8186101913452148
0.03883492201566696,0.5358456969261169,0.6090077757835388,0.8200303316116333
0.03953435271978378,0.5568496584892273,0.6109670400619507,0.8215925693511963
0.03880108520388603,0.5530858039855957,0.5925421118736267,0.8231621384620667
0.04133687540888786,0.5323850512504578,0.5759456157684326,0.8255034685134888
0.036909446120262146,0.5344353914260864,0.5915704369544983,0.8237349987030029
0.03691939637064934,0.571757972240448,0.627048671245575,0.8219015002250671
0.038576677441596985,0.552469789981842,0.5866649150848389,0.8283758759498596
0.03958788514137268,0.5557716488838196,0.6120198965072632,0.8254138231277466
0.03442247956991196,0.5605975389480591,0.6387356519699097,0.823671817779541
0.03662628307938576,0.5609427690505981,0.6329989433288574,0.8267175555229187
0.038744594901800156,0.5412302017211914,0.6119468808174133,0.8250396251678467
0.03763335570693016,0.5607788562774658,0.613973081111908,0.8286558985710144
0.03792781010270119,0.5507526993751526,0.6103817224502563,0.8293612003326416
0.04465632885694504,0.5926198363304138,0.5772712826728821,0.8327893614768982
0.03940582647919655,0.5847247838973999,0.6059920191764832,0.8294418454170227
0.03927788510918617,0.577941358089447,0.6177263855934143,0.8326510190963745
0.03996600583195686,0.5661888718605042,0.5926908850669861,0.8338022828102112
0.03648675978183746,0.5432777404785156,0.6024266481399536,0.8305335640907288
0.040245696902275085,0.5751374959945679,0.6123018264770508,0.8345600962638855
0.03988238424062729,0.572995662689209,0.5954235792160034,0.8366491794586182
0.041750162839889526,0.5867709517478943,0.5907323360443115,0.8421329259872437
0.04131792485713959,0.59721839427948,0.5986053347587585,0.8445412516593933
0.03957788646221161,0.5664426684379578,0.5945568084716797,0.8385114073753357
0.03783227503299713,0.5552580952644348,0.5988114476203918,0.8376473188400269
0.042106810957193375,0.5997478365898132,0.5731171369552612,0.8435454368591309
0.03989596292376518,0.5942636728286743,0.5711584091186523,0.8454863429069519
0.04265851154923439,0.5850711464881897,0.5752044916152954,0.8371897339820862
0.03701389580965042,0.5685682892799377,0.5700138807296753,0.8365256786346436
0.04113006591796875,0.5897083878517151,0.571598470211029,0.8403785228729248
0.041050709784030914,0.6158188581466675,0.5694499611854553,0.8424760103225708
0.03808271884918213,0.6117965579032898,0.6070807576179504,0.8392153382301331
0.03710325062274933,0.5806719660758972,0.5970214605331421,0.8371084928512573
0.03867471218109131,0.5865944623947144,0.6009591221809387,0.8368418216705322
0.03848207741975784,0.5655882358551025,0.5626612305641174,0.8359890580177307
0.04213301092386246,0.5669718384742737,0.5417285561561584,0.8374999761581421
0.03951788693666458,0.5755241513252258,0.5590348839759827,0.8416308760643005
0.04020427539944649,0.5949126482009888,0.5537378787994385,0.8462898135185242
0.040912557393312454,0.570030152797699,0.565674901008606,0.8388368487358093
0.04364219307899475,0.5699914693832397,0.546442985534668,0.8387552499771118
0.04262208938598633,0.5917277336120605,0.5591251850128174,0.8426766395568848
0.039883144199848175,0.6167656183242798,0.5695850253105164,0.8441684246063232
0.04349749907851219,0.6476178169250488,0.5605527758598328,0.8511070609092712
0.042508695274591446,0.6165207624435425,0.5917192697525024,0.8436537384986877
0.040533896535634995,0.6281324625015259,0.5569401383399963,0.8475744128227234
0.04071704298257828,0.629696786403656,0.5475479364395142,0.8491858839988708
0.04183806851506233,0.618553638458252,0.5309402346611023,0.8494998216629028
0.04623855650424957,0.653107225894928,0.5312923192977905,0.8517954349517822
0.04146253690123558,0.6300458908081055,0.5762779712677002,0.8471118211746216
0.04250836372375488,0.6541001796722412,0.5376215577125549,0.8547136187553406
0.04169332981109619,0.6484017372131348,0.5359299182891846,0.8527075052261353
0.04160606116056442,0.6574391722679138,0.5411036610603333,0.8536821603775024
0.04338137060403824,0.6471735239028931,0.5248163342475891,0.8523754477500916
0.04331331327557564,0.6318036913871765,0.5473081469535828,0.8500924110412598
0.04263661801815033,0.6519523859024048,0.5567141175270081,0.8533379435539246
0.0401042141020298,0.6855551600456238,0.5658639669418335,0.8586249947547913
0.04369574412703514,0.6534426212310791,0.5427795648574829,0.8561462759971619
0.04400571435689926,0.6585946083068848,0.5338280200958252,0.8569732904434204
0.04236923158168793,0.6288674473762512,0.5320339202880859,0.849152684211731
0.040035542100667953,0.6405319571495056,0.5531860589981079,0.8457661271095276
0.04060213640332222,0.6373046040534973,0.5682727694511414,0.8440768122673035
0.04080924019217491,0.6363778114318848,0.5519552230834961,0.84334397315979
0.043850190937519073,0.6413642764091492,0.5330972075462341,0.845602810382843
0.03845807909965515,0.6414746642112732,0.5430667400360107,0.845441997051239
0.03823951631784439,0.6538392901420593,0.54988032579422,0.8497514724731445
0.0408254973590374,0.6048863530158997,0.5451465249061584,0.844459593296051
0.03920817747712135,0.6307458877563477,0.5475606918334961,0.8476442694664001
0.042427536100149155,0.6753273010253906,0.5357285141944885,0.8574506044387817
0.04285390302538872,0.6535485982894897,0.5434060096740723,0.8493524193763733
0.040709488093853,0.6821389198303223,0.5503088235855103,0.8587945103645325
0.04238288104534149,0.6756860613822937,0.5439838171005249,0.8561041355133057
0.041047338396310806,0.6742555499076843,0.5400176644325256,0.858181357383728
0.04150988161563873,0.650255560874939,0.5422795414924622,0.8530360460281372
0.04219082370400429,0.6539329290390015,0.5344637036323547,0.8497743606567383
0.041672416031360626,0.6678446531295776,0.5470433235168457,0.859379231929779
0.04128596559166908,0.6658366322517395,0.5548244714736938,0.8585253953933716
0.04185120388865471,0.6827362179756165,0.550849437713623,0.8627430200576782
0.04018406197428703,0.7026681303977966,0.552159309387207,0.8623061776161194
0.04071211442351341,0.6636191010475159,0.5413521528244019,0.8528423309326172
0.04214661568403244,0.6638227701187134,0.5291600823402405,0.8520042896270752
0.04120028018951416,0.6791757941246033,0.5191588997840881,0.8575306534767151
0.038648128509521484,0.647595226764679,0.5315393805503845,0.8490571975708008
0.04094761237502098,0.6636260747909546,0.5261571407318115,0.851444661617279
0.04061289131641388,0.659524142742157,0.540452778339386,0.8463076949119568
0.040092598646879196,0.6578790545463562,0.5460074543952942,0.8485663533210754
0.04139579087495804,0.6804786324501038,0.537921667098999,0.8544103503227234
0.0411548987030983,0.692263662815094,0.5235724449157715,0.8572127223014832
0.04125143587589264,0.6609691381454468,0.5211177468299866,0.8546989560127258
0.045815929770469666,0.6720520853996277,0.5144731998443604,0.8595120310783386
0.044796958565711975,0.6639278531074524,0.5196055769920349,0.8583953976631165
0.04618607088923454,0.6739465594291687,0.49712640047073364,0.8581672310829163
0.04703042656183243,0.6658080816268921,0.493834525346756,0.8580690026283264
0.04546119272708893,0.6771804690361023,0.5080044269561768,0.8599650263786316
0.04227790981531143,0.6987659931182861,0.5254619717597961,0.8626630306243896
0.041265618056058884,0.6776870489120483,0.5309759974479675,0.8616405129432678
0.044645410031080246,0.6881821751594543,0.5306028127670288,0.8567678928375244
0.04382248595356941,0.6610478758811951,0.5379940271377563,0.8478220105171204
0.04534116014838219,0.6380500793457031,0.5328772664070129,0.8451778292655945
0.041341595351696014,0.623927891254425,0.5661344528198242,0.8429893255233765
0.04103613644838333,0.6331469416618347,0.5545434355735779,0.8425551652908325
0.041404955089092255,0.6717720627784729,0.5518273711204529,0.8519443273544312
0.039300572127103806,0.6646431088447571,0.5537413358688354,0.8528967499732971
0.04416187107563019,0.6947802305221558,0.5429697632789612,0.8578922748565674
0.04491881653666496,0.7044870853424072,0.5315402150154114,0.8631769418716431
0.041608262807130814,0.6874063611030579,0.5359460711479187,0.8609026074409485
0.04290313646197319,0.6914259791374207,0.5276409983634949,0.859529972076416
0.04158315062522888,0.6572298407554626,0.5321270227432251,0.8567887544631958
0.042285673320293427,0.6324843764305115,0.5372049808502197,0.8497814536094666
0.04215089976787567,0.6861250996589661,0.5252379179000854,0.8545222878456116
0.04252757504582405,0.7116907835006714,0.5354060530662537,0.857092022895813
0.04298777878284454,0.6992638111114502,0.5458848476409912,0.8563088774681091
