N#CC1=CC=CC=C1COC1=CC=CC(C(=O)N2CCN(C3=CC=C(Br)C=N3)CC2)=C1,N#CC1=CC=CC(C(=O)N2CCN(CCCCN3CCN(C4=CC=CC=C4)CC3)CC2)=C1
C[N+](C)(C)CCOC(=O)C1(C2=CC=CC=C2)CCCC1,C[NH+](C)CCCN1CCC(C2=CC=C(Cl)C=C2)CC1
O=C(CN1C(=O)C(=CC2=CC=CO2)SC1=S)NCCC1=CNC2=CC=CC=C12,O=C(CN1CCN(C2=CC=CC=C2F)CC1)NCCCC1=CNC2=CC=CC=C12
CC1=CC=C(CN(C)CN2C(=O)NC3(CCCCC3C)C2=O)C=C1,CC1=CC=C(CN2CCC(C3=CC=C(Cl)C=C3Cl)CC2)C=C1
O=C(NC1CC1)C1CCN(C2=NC=CC=N2)CC1,O=C(NC1CCN(CCCCNC(=O)C2=NC=CC=N2)CC1)C1CCC2=CC=CC=C21
CC(=O)C1=CC=C(OCC(=O)N2CCN(C3=CC=CC=C3F)CC2)C=C1,CC(=O)C1=CC=C(OCCCN2CCN(C3=CC=CC=C3F)CC2)C=C1
O=C(CSC1=NC=CN1C1CC1)N1CCN(C2=CC=CC(C(F)(F)F)=C2)CC1,O=C(CCCN1CCN(C2=CC=CC(Cl)=C2)CC1)N1CCC(C2=CC=CC(Cl)=C2)CC1
CC[NH2+]C1CCCCC(CC2CSC3=CC=CC=C32)C1,CC[NH2+]C1CCN(CCCCC2=CNC3=CC=CC=C23)CC1
O=C(CSC1=NN=C(C2=CC=CS2)N1)N1CCCC2=CC=CC=C21,O=C(CCCN1CCN(C2=CC=C(F)C=C2)CC1)N1CCCC2=CC=CC=C21
O=C(CN1C=C([N+](=O)[O-])C=CC1=O)NCC1COC2=CC=CC=C2O1,O=C(CNCCC1CCN(CC2COC3=CC=CC=C3O2)CC1)NCCC1=CC=C(Cl)C=C1
CC1=CC=CC=C1CN1C(=O)N(CC2=CC=CC=C2)C(=O)C2=C1SC1=C2CCC1,CC1=CC=CC=C1C1=NOC(CCN2CCN(C3=CC=CC=C3)CC2)C1=O
CC(C)(C)SCCNC(=O)C=CC1=CC=C([N+](=O)[O-])C=C1,CC(C)(C)OCCCNS(=O)(=O)CCCNC(=O)C=CC1=CC=C(Cl)C=C1
C[NH+](C)C1CCC(NC(=O)C2=CC=C3C(=O)N(CC4=CC=CC=C4)C(=O)C3=C2)C1,C[NH+]1CCCN(CCCC2=CC=C(C3=CC=CC=C3)C=C2)CC1
COC1=CC=C(C2C(C(=O)N3CCN(C4=CC=CC=N4)CC3)CCC(=O)N2C2=CC(OC)=C(OC)C(OC)=C2)C=C1,COC1=CC=C(C2CCN(CCCCN3CCN(C4=CC=CC(Cl)=C4)CC3)CC2)C=C1
N#CCC1=CC=C(NC(=O)N2CCN(C(=O)C3=CC=CC=C3F)CC2)C=C1,N#CC1=CC=C(NCCCCN2CCN(C3=CC=CC=C3F)CC2)C(Cl)=C1
COC1=CC=CC=C1CN(C)C(=O)C1=CC=CC(S(=O)(=O)N2CCN(CC3=CC=CC=C3)CC2)=C1,COC1=CC=CC=C1CNC(=O)C1CCN(CCCC2=CC=C(Br)C=C2)CC1
CC1=NN(CC(O)COC2=CC=C(F)C=C2)C(C)=C1,CC1=NN(C)C(CCNCCCN2CCN(C3=CC=C(F)C=C3)CC2)C=C1
